buyer_county,buyer_state,countyfips,count,dosage_unit,state,county,deaths,year,population,type,rate
BRYAN,OK,40013,46648,24191390,Oklahoma,"Bryan County, OK",54,2014,43595,death_per_100k,123.9
BRYAN,OK,40013,46648,24191390,Oklahoma,"Bryan County, OK",54,2014,43595,pills_per_person,554.9
BUCHANAN,IA,19019,9498,2348980,,,,2014,20947,death_per_100k,
BUCHANAN,IA,19019,9498,2348980,,,,2014,20947,pills_per_person,112.1
BUCHANAN,MO,29021,113982,51565910,Missouri,"Buchanan County, MO",44,2014,89536,death_per_100k,49.1
BUCHANAN,MO,29021,113982,51565910,Missouri,"Buchanan County, MO",44,2014,89536,pills_per_person,575.9
BUCHANAN,VA,51027,38057,19287450,Virginia,"Buchanan County, VA",67,2014,23683,death_per_100k,282.9
BUCHANAN,VA,51027,38057,19287450,Virginia,"Buchanan County, VA",67,2014,23683,pills_per_person,814.4
BUCKINGHAM,VA,51029,10754,4355090,,,,2014,17072,death_per_100k,
BUCKINGHAM,VA,51029,10754,4355090,,,,2014,17072,pills_per_person,255.1
BUCKS,PA,42017,578580,216653047.4,Pennsylvania,"Bucks County, PA",152,2014,626205,death_per_100k,24.3
BUCKS,PA,42017,578580,216653047.4,Pennsylvania,"Bucks County, PA",152,2014,626205,pills_per_person,346
BUENA VISTA,IA,19021,9819,2646690,,,,2014,20460,death_per_100k,
BUENA VISTA,IA,19021,9819,2646690,,,,2014,20460,pills_per_person,129.4
BUENA VISTA CITY,VA,51530,6342,2693150,,,,2014,6683,death_per_100k,
BUENA VISTA CITY,VA,51530,6342,2693150,,,,2014,6683,pills_per_person,403
BUFFALO,NE,31019,25168,7541680,,,,2014,47388,death_per_100k,
BUFFALO,NE,31019,25168,7541680,,,,2014,47388,pills_per_person,159.1
BUFFALO,WI,55011,3277,1031590,,,,2014,13374,death_per_100k,
BUFFALO,WI,55011,3277,1031590,,,,2014,13374,pills_per_person,77.1
BULLITT,KY,21029,56209,27341560,Kentucky,"Bullitt County, KY",65,2014,76093,death_per_100k,85.4
BULLITT,KY,21029,56209,27341560,Kentucky,"Bullitt County, KY",65,2014,76093,pills_per_person,359.3
BULLOCH,GA,13031,58203,17413775,Georgia,"Bulloch County, GA",19,2014,71940,death_per_100k,26.4
BULLOCH,GA,13031,58203,17413775,Georgia,"Bulloch County, GA",19,2014,71940,pills_per_person,242.1
BULLOCK,AL,01011,5929,2730490,,,,2014,10693,death_per_100k,
BULLOCK,AL,01011,5929,2730490,,,,2014,10693,pills_per_person,255.4
BUNCOMBE,NC,37021,251561,96289702,North Carolina,"Buncombe County, NC",179,2014,244599,death_per_100k,73.2
BUNCOMBE,NC,37021,251561,96289702,North Carolina,"Buncombe County, NC",179,2014,244599,pills_per_person,393.7
BUREAU,IL,17011,17642,4874400,Illinois,"Bureau County, IL",17,2014,34361,death_per_100k,49.5
BUREAU,IL,17011,17642,4874400,Illinois,"Bureau County, IL",17,2014,34361,pills_per_person,141.9
BURKE,GA,13033,15996,5045980,,,,2014,23136,death_per_100k,
BURKE,GA,13033,15996,5045980,,,,2014,23136,pills_per_person,218.1
BURKE,NC,37023,120645,58001125,North Carolina,"Burke County, NC",167,2014,90164,death_per_100k,185.2
BURKE,NC,37023,120645,58001125,North Carolina,"Burke County, NC",167,2014,90164,pills_per_person,643.3
BURLEIGH,ND,38015,58878,21435999,North Dakota,"Burleigh County, ND",16,2014,86111,death_per_100k,18.6
BURLEIGH,ND,38015,58878,21435999,North Dakota,"Burleigh County, ND",16,2014,86111,pills_per_person,248.9
BURLESON,TX,48051,10744,3396500,,,,2014,17236,death_per_100k,
BURLESON,TX,48051,10744,3396500,,,,2014,17236,pills_per_person,197.1
BURLINGTON,NJ,34005,371927,130872301,New Jersey,"Burlington County, NJ",109,2014,450155,death_per_100k,24.2
BURLINGTON,NJ,34005,371927,130872301,New Jersey,"Burlington County, NJ",109,2014,450155,pills_per_person,290.7
BURNET,TX,48053,42509,17179530,,,,2014,43911,death_per_100k,
BURNET,TX,48053,42509,17179530,,,,2014,43911,pills_per_person,391.2
BURNETT,WI,55013,11143,4282907,Wisconsin,"Burnett County, WI",11,2014,15387,death_per_100k,71.5
BURNETT,WI,55013,11143,4282907,Wisconsin,"Burnett County, WI",11,2014,15387,pills_per_person,278.3
BURT,NE,31021,4814,1149300,,,,2014,6690,death_per_100k,
BURT,NE,31021,4814,1149300,,,,2014,6690,pills_per_person,171.8
BUTLER,AL,01013,23115,9939450,,,,2014,20523,death_per_100k,
BUTLER,AL,01013,23115,9939450,,,,2014,20523,pills_per_person,484.3
BUTLER,IA,19023,5474,1395930,,,,2014,14966,death_per_100k,
BUTLER,IA,19023,5474,1395930,,,,2014,14966,pills_per_person,93.3
BUTLER,KS,20015,70856,29439340,Kansas,"Butler County, KS",28,2014,65927,death_per_100k,42.5
BUTLER,KS,20015,70856,29439340,Kansas,"Butler County, KS",28,2014,65927,pills_per_person,446.5
BUTLER,KY,21031,18440,9246700,,,,2014,12797,death_per_100k,
BUTLER,KY,21031,18440,9246700,,,,2014,12797,pills_per_person,722.6
BUTLER,MO,29023,83823,37816640,Missouri,"Butler County, MO",27,2014,42957,death_per_100k,62.9
BUTLER,MO,29023,83823,37816640,Missouri,"Butler County, MO",27,2014,42957,pills_per_person,880.3
BUTLER,NE,31023,3237,990650,,,,2014,8312,death_per_100k,
BUTLER,NE,31023,3237,990650,,,,2014,8312,pills_per_person,119.2
BUTLER,OH,39017,361572,168016160,Ohio,"Butler County, OH",520,2014,371154,death_per_100k,140.1
BUTLER,OH,39017,361572,168016160,Ohio,"Butler County, OH",520,2014,371154,pills_per_person,452.7
BUTLER,PA,42019,173199,53224324,Pennsylvania,"Butler County, PA",165,2014,185034,death_per_100k,89.2
BUTLER,PA,42019,173199,53224324,Pennsylvania,"Butler County, PA",165,2014,185034,pills_per_person,287.6
BUTTE,CA,06007,209193,167129925,California,"Butte County, CA",148,2014,221578,death_per_100k,66.8
BUTTE,CA,06007,209193,167129925,California,"Butte County, CA",148,2014,221578,pills_per_person,754.3
BUTTE,ID,16023,2295,1174150,,,,2014,2734,death_per_100k,
BUTTE,ID,16023,2295,1174150,,,,2014,2734,pills_per_person,429.5
BUTTE,SD,46019,5752,1158100,,,,2014,10259,death_per_100k,
BUTTE,SD,46019,5752,1158100,,,,2014,10259,pills_per_person,112.9
BUTTS,GA,13035,16587,9389290,Georgia,"Butts County, GA",25,2014,23469,death_per_100k,106.5
BUTTS,GA,13035,16587,9389290,Georgia,"Butts County, GA",25,2014,23469,pills_per_person,400.1
CABARRUS,NC,37025,182782,67355730,North Carolina,"Cabarrus County, NC",154,2014,184855,death_per_100k,83.3
CABARRUS,NC,37025,182782,67355730,North Carolina,"Cabarrus County, NC",154,2014,184855,pills_per_person,364.4
CABELL,WV,54011,160965,79847950,West Virginia,"Cabell County, WV",260,2014,96826,death_per_100k,268.5
CABELL,WV,54011,160965,79847950,West Virginia,"Cabell County, WV",260,2014,96826,pills_per_person,824.7
CABO ROJO,PR,,1875,684970,,,,,,death_per_100k,
CABO ROJO,PR,,1875,684970,,,,,,pills_per_person,
CACHE,UT,49005,81268,24122100,Utah,"Cache County, UT",76,2014,115954,death_per_100k,65.5
CACHE,UT,49005,81268,24122100,Utah,"Cache County, UT",76,2014,115954,pills_per_person,208
CADDO,LA,22017,230634,98113554,Louisiana,"Caddo Parish, LA",61,2014,255529,death_per_100k,23.9
CADDO,LA,22017,230634,98113554,Louisiana,"Caddo Parish, LA",61,2014,255529,pills_per_person,384
CADDO,OK,40015,36750,13875820,Oklahoma,"Caddo County, OK",33,2014,29551,death_per_100k,111.7
CADDO,OK,40015,36750,13875820,Oklahoma,"Caddo County, OK",33,2014,29551,pills_per_person,469.6
CAGUAS,PR,,11562,9501230,,,,,,death_per_100k,
CAGUAS,PR,,11562,9501230,,,,,,pills_per_person,
CALAVERAS,CA,06009,39228,25151040,California,"Calaveras County, CA",39,2014,44921,death_per_100k,86.8
CALAVERAS,CA,06009,39228,25151040,California,"Calaveras County, CA",39,2014,44921,pills_per_person,559.9
CALCASIEU,LA,22019,221036,74903389,Louisiana,"Calcasieu Parish, LA",12,2014,194943,death_per_100k,6.2
CALCASIEU,LA,22019,221036,74903389,Louisiana,"Calcasieu Parish, LA",12,2014,194943,pills_per_person,384.2
CALDWELL,KY,21033,19152,10071400,,,,2014,12880,death_per_100k,
CALDWELL,KY,21033,19152,10071400,,,,2014,12880,pills_per_person,781.9
CALDWELL,LA,22021,13831,4708170,,,,2014,10008,death_per_100k,
CALDWELL,LA,22021,13831,4708170,,,,2014,10008,pills_per_person,470.4
CALDWELL,MO,29025,2363,1065930,,,,2014,9176,death_per_100k,
CALDWELL,MO,29025,2363,1065930,,,,2014,9176,pills_per_person,116.2
CALDWELL,NC,37027,116881,48399660,North Carolina,"Caldwell County, NC",101,2014,82140,death_per_100k,123
CALDWELL,NC,37027,116881,48399660,North Carolina,"Caldwell County, NC",101,2014,82140,pills_per_person,589.2
CALDWELL,TX,48055,18811,6367510,,,,2014,38870,death_per_100k,
CALDWELL,TX,48055,18811,6367510,,,,2014,38870,pills_per_person,163.8
CALEDONIA,VT,50005,21091,7712280,Vermont,"Caledonia County, VT",17,2014,31109,death_per_100k,54.6
CALEDONIA,VT,50005,21091,7712280,Vermont,"Caledonia County, VT",17,2014,31109,pills_per_person,247.9
CALHOUN,AL,01015,173745,68178459,Alabama,"Calhoun County, AL",10,2014,117186,death_per_100k,8.5
CALHOUN,AL,01015,173745,68178459,Alabama,"Calhoun County, AL",10,2014,117186,pills_per_person,581.8
CALHOUN,AR,05013,4357,1877250,,,,2014,5266,death_per_100k,
CALHOUN,AR,05013,4357,1877250,,,,2014,5266,pills_per_person,356.5
CALHOUN,FL,12013,10945,3466400,,,,2014,14657,death_per_100k,
CALHOUN,FL,12013,10945,3466400,,,,2014,14657,pills_per_person,236.5
CALHOUN,GA,13037,3136,891900,,,,2014,6549,death_per_100k,
CALHOUN,GA,13037,3136,891900,,,,2014,6549,pills_per_person,136.2
CALHOUN,IA,19025,6680,1557800,,,,2014,9980,death_per_100k,
CALHOUN,IA,19025,6680,1557800,,,,2014,9980,pills_per_person,156.1
CALHOUN,IL,17013,2749,1139760,,,,2014,5033,death_per_100k,
CALHOUN,IL,17013,2749,1139760,,,,2014,5033,pills_per_person,226.5
CALHOUN,MI,26025,154911,69154995,Michigan,"Calhoun County, MI",66,2014,135150,death_per_100k,48.8
CALHOUN,MI,26025,154911,69154995,Michigan,"Calhoun County, MI",66,2014,135150,pills_per_person,511.7
CALHOUN,MS,28013,20743,4233440,,,,2014,14841,death_per_100k,
CALHOUN,MS,28013,20743,4233440,,,,2014,14841,pills_per_person,285.3
CALHOUN,SC,45017,6625,1658110,,,,2014,15031,death_per_100k,
CALHOUN,SC,45017,6625,1658110,,,,2014,15031,pills_per_person,110.3
CALHOUN,TX,48057,21020,9539200,,,,2014,21569,death_per_100k,
CALHOUN,TX,48057,21020,9539200,,,,2014,21569,pills_per_person,442.3
CALHOUN,WV,54013,3864,1583200,,,,2014,7583,death_per_100k,
CALHOUN,WV,54013,3864,1583200,,,,2014,7583,pills_per_person,208.8
CALLAHAN,TX,48059,2866,1374230,,,,2014,13519,death_per_100k,
CALLAHAN,TX,48059,2866,1374230,,,,2014,13519,pills_per_person,101.7
CALLAWAY,MO,29027,27446,8649970,Missouri,"Callaway County, MO",30,2014,44483,death_per_100k,67.4
CALLAWAY,MO,29027,27446,8649970,Missouri,"Callaway County, MO",30,2014,44483,pills_per_person,194.5
CALLOWAY,KY,21035,37568,19147355,Kentucky,"Calloway County, KY",10,2014,37981,death_per_100k,26.3
CALLOWAY,KY,21035,37568,19147355,Kentucky,"Calloway County, KY",10,2014,37981,pills_per_person,504.1
CALUMET,WI,55015,12876,3334800,Wisconsin,"Calumet County, WI",17,2014,49502,death_per_100k,34.3
CALUMET,WI,55015,12876,3334800,Wisconsin,"Calumet County, WI",17,2014,49502,pills_per_person,67.4
CALVERT,MD,24009,79624,34968783,Maryland,"Calvert County, MD",97,2014,89793,death_per_100k,108
CALVERT,MD,24009,79624,34968783,Maryland,"Calvert County, MD",97,2014,89793,pills_per_person,389.4
CAMBRIA,PA,42021,195129,80571504,Pennsylvania,"Cambria County, PA",112,2014,140835,death_per_100k,79.5
CAMBRIA,PA,42021,195129,80571504,Pennsylvania,"Cambria County, PA",112,2014,140835,pills_per_person,572.1
CAMDEN,GA,13039,52586,20329684,Georgia,"Camden County, GA",20,2014,51193,death_per_100k,39.1
CAMDEN,GA,13039,52586,20329684,Georgia,"Camden County, GA",20,2014,51193,pills_per_person,397.1
CAMDEN,MO,29029,66656,20646370,Missouri,"Camden County, MO",39,2014,43873,death_per_100k,88.9
CAMDEN,MO,29029,66656,20646370,Missouri,"Camden County, MO",39,2014,43873,pills_per_person,470.6
CAMDEN,NJ,34007,502959,196141964,New Jersey,"Camden County, NJ",41,2014,512632,death_per_100k,8
CAMDEN,NJ,34007,502959,196141964,New Jersey,"Camden County, NJ",41,2014,512632,pills_per_person,382.6
CAMERON,LA,22023,89,17180,,,,2014,6713,death_per_100k,
CAMERON,LA,22023,89,17180,,,,2014,6713,pills_per_person,2.6
CAMERON,PA,42023,8293,2567570,,,,2014,4939,death_per_100k,
CAMERON,PA,42023,8293,2567570,,,,2014,4939,pills_per_person,519.9
CAMERON,TX,48061,124389,43525454,Texas,"Cameron County, TX",25,2014,415103,death_per_100k,6
CAMERON,TX,48061,124389,43525454,Texas,"Cameron County, TX",25,2014,415103,pills_per_person,104.9
CAMP,TX,48063,5585,3661700,,,,2014,12463,death_per_100k,
CAMP,TX,48063,5585,3661700,,,,2014,12463,pills_per_person,293.8
CAMPBELL,KY,21037,103582,43348320,Kentucky,"Campbell County, KY",178,2014,91268,death_per_100k,195
CAMPBELL,KY,21037,103582,43348320,Kentucky,"Campbell County, KY",178,2014,91268,pills_per_person,475
CAMPBELL,TN,47013,74273,36058759,Tennessee,"Campbell County, TN",85,2014,40361,death_per_100k,210.6
CAMPBELL,TN,47013,74273,36058759,Tennessee,"Campbell County, TN",85,2014,40361,pills_per_person,893.4
CAMPBELL,VA,51031,22728,8123490,Virginia,"Campbell County, VA",26,2014,54833,death_per_100k,47.4
CAMPBELL,VA,51031,22728,8123490,Virginia,"Campbell County, VA",26,2014,54833,pills_per_person,148.1
CAMPBELL,WY,56005,38899,13488481,Wyoming,"Campbell County, WY",24,2014,47448,death_per_100k,50.6
CAMPBELL,WY,56005,38899,13488481,Wyoming,"Campbell County, WY",24,2014,47448,pills_per_person,284.3
CAMUY,PR,,1275,888000,,,,,,death_per_100k,
CAMUY,PR,,1275,888000,,,,,,pills_per_person,
CANADIAN,OK,40017,116747,46704970,Oklahoma,"Canadian County, OK",80,2014,122832,death_per_100k,65.1
CANADIAN,OK,40017,116747,46704970,Oklahoma,"Canadian County, OK",80,2014,122832,pills_per_person,380.2
CANDLER,GA,13043,9822,4497360,,,,2014,11056,death_per_100k,
CANDLER,GA,13043,9822,4497360,,,,2014,11056,pills_per_person,406.8
CANNON,TN,47015,18333,9548680,Tennessee,"Cannon County, TN",23,2014,13786,death_per_100k,166.8
CANNON,TN,47015,18333,9548680,Tennessee,"Cannon County, TN",23,2014,13786,pills_per_person,692.6
CANOVANAS,PR,,1823,723900,,,,,,death_per_100k,
CANOVANAS,PR,,1823,723900,,,,,,pills_per_person,
CANYON,ID,16027,125777,56767211,Idaho,"Canyon County, ID",28,2014,195353,death_per_100k,14.3
CANYON,ID,16027,125777,56767211,Idaho,"Canyon County, ID",28,2014,195353,pills_per_person,290.6
CAPE GIRARDEAU,MO,29031,102488,39487555,Missouri,"Cape Girardeau County, MO",22,2014,77031,death_per_100k,28.6
CAPE GIRARDEAU,MO,29031,102488,39487555,Missouri,"Cape Girardeau County, MO",22,2014,77031,pills_per_person,512.6
CAPE MAY,NJ,34009,109445,35955476,New Jersey,"Cape May County, NJ",102,2014,96286,death_per_100k,105.9
CAPE MAY,NJ,34009,109445,35955476,New Jersey,"Cape May County, NJ",102,2014,96286,pills_per_person,373.4
CARBON,MT,30009,3312,922730,,,,2014,10189,death_per_100k,
CARBON,MT,30009,3312,922730,,,,2014,10189,pills_per_person,90.6
CARBON,PA,42025,54367,25941456,Pennsylvania,"Carbon County, PA",32,2014,64874,death_per_100k,49.3
CARBON,PA,42025,54367,25941456,Pennsylvania,"Carbon County, PA",32,2014,64874,pills_per_person,399.9
CARBON,UT,49007,42178,19352640,Utah,"Carbon County, UT",64,2014,21118,death_per_100k,303.1
CARBON,UT,49007,42178,19352640,Utah,"Carbon County, UT",64,2014,21118,pills_per_person,916.4
CARBON,WY,56007,14855,4329670,Wyoming,"Carbon County, WY",11,2014,15795,death_per_100k,69.6
CARBON,WY,56007,14855,4329670,Wyoming,"Carbon County, WY",11,2014,15795,pills_per_person,274.1
CARIBOU,ID,16029,7113,2471780,,,,2014,6857,death_per_100k,
CARIBOU,ID,16029,7113,2471780,,,,2014,6857,pills_per_person,360.5
CARLISLE,KY,21039,3707,1951840,,,,2014,5031,death_per_100k,
CARLISLE,KY,21039,3707,1951840,,,,2014,5031,pills_per_person,388
CARLTON,MN,27017,35859,13236970,Minnesota,"Carlton County, MN",28,2014,35430,death_per_100k,79
CARLTON,MN,27017,35859,13236970,Minnesota,"Carlton County, MN",28,2014,35430,pills_per_person,373.6
CAROLINA,PR,,10592,4403750,,,,,,death_per_100k,
CAROLINA,PR,,10592,4403750,,,,,,pills_per_person,
CAROLINE,MD,24011,22142,7022640,Maryland,"Caroline County, MD",42,2014,32759,death_per_100k,128.2
CAROLINE,MD,24011,22142,7022640,Maryland,"Caroline County, MD",42,2014,32759,pills_per_person,214.4
CAROLINE,VA,51033,10537,2904330,Virginia,"Caroline County, VA",16,2014,29057,death_per_100k,55.1
CAROLINE,VA,51033,10537,2904330,Virginia,"Caroline County, VA",16,2014,29057,pills_per_person,100
CARROLL,AR,05015,39059,15470350,Arkansas,"Carroll County, AR",19,2014,27626,death_per_100k,68.8
CARROLL,AR,05015,39059,15470350,Arkansas,"Carroll County, AR",19,2014,27626,pills_per_person,560
CARROLL,GA,13045,145283,63829540,Georgia,"Carroll County, GA",117,2014,111872,death_per_100k,104.6
CARROLL,GA,13045,145283,63829540,Georgia,"Carroll County, GA",117,2014,111872,pills_per_person,570.6
CARROLL,IA,19027,19407,5867480,,,,2014,20702,death_per_100k,
CARROLL,IA,19027,19407,5867480,,,,2014,20702,pills_per_person,283.4
CARROLL,IL,17015,6282,2055318,,,,2014,15027,death_per_100k,
CARROLL,IL,17015,6282,2055318,,,,2014,15027,pills_per_person,136.8
CARROLL,IN,18015,5775,3347470,,,,2014,20068,death_per_100k,
CARROLL,IN,18015,5775,3347470,,,,2014,20068,pills_per_person,166.8
CARROLL,KY,21041,20428,7951970,Kentucky,"Carroll County, KY",19,2014,10871,death_per_100k,174.8
CARROLL,KY,21041,20428,7951970,Kentucky,"Carroll County, KY",19,2014,10871,pills_per_person,731.5
CARROLL,MD,24013,144533,47235326.3003,Maryland,"Carroll County, MD",174,2014,167399,death_per_100k,103.9
CARROLL,MD,24013,144533,47235326.3003,Maryland,"Carroll County, MD",174,2014,167399,pills_per_person,282.2
CARROLL,MO,29033,7782,3857920,,,,2014,9157,death_per_100k,
CARROLL,MO,29033,7782,3857920,,,,2014,9157,pills_per_person,421.3
CARROLL,MS,28015,1159,491700,,,,2014,10418,death_per_100k,
CARROLL,MS,28015,1159,491700,,,,2014,10418,pills_per_person,47.2
CARROLL,NH,33003,44896,14556650,New Hampshire,"Carroll County, NH",52,2014,47623,death_per_100k,109.2
CARROLL,NH,33003,44896,14556650,New Hampshire,"Carroll County, NH",52,2014,47623,pills_per_person,305.7
CARROLL,OH,39019,10116,4949580,Ohio,"Carroll County, OH",12,2014,28539,death_per_100k,42
CARROLL,OH,39019,10116,4949580,Ohio,"Carroll County, OH",12,2014,28539,pills_per_person,173.4
CARROLL,TN,47017,57532,25713094,Tennessee,"Carroll County, TN",28,2014,28511,death_per_100k,98.2
CARROLL,TN,47017,57532,25713094,Tennessee,"Carroll County, TN",28,2014,28511,pills_per_person,901.9
CARROLL,VA,51035,14154,6001710,Virginia,"Carroll County, VA",30,2014,29881,death_per_100k,100.4
CARROLL,VA,51035,14154,6001710,Virginia,"Carroll County, VA",30,2014,29881,pills_per_person,200.9
CARSON,TX,48065,1808,603430,,,,2014,6108,death_per_100k,
CARSON,TX,48065,1808,603430,,,,2014,6108,pills_per_person,98.8
CARSON CITY,NV,32510,71178,32929535,Nevada,"Carson City, NV",69,2014,54634,death_per_100k,126.3
CARSON CITY,NV,32510,71178,32929535,Nevada,"Carson City, NV",69,2014,54634,pills_per_person,602.7
CARTER,KY,21043,29086,12122630,Kentucky,"Carter County, KY",51,2014,27439,death_per_100k,185.9
CARTER,KY,21043,29086,12122630,Kentucky,"Carter County, KY",51,2014,27439,pills_per_person,441.8
CARTER,MO,29035,3277,1318280,,,,2014,6283,death_per_100k,
CARTER,MO,29035,3277,1318280,,,,2014,6283,pills_per_person,209.8
CARTER,MT,30011,1,100,,,,2014,1205,death_per_100k,
CARTER,MT,30011,1,100,,,,2014,1205,pills_per_person,0.1
CARTER,OK,40019,66607,29695851,Oklahoma,"Carter County, OK",88,2014,48288,death_per_100k,182.2
CARTER,OK,40019,66607,29695851,Oklahoma,"Carter County, OK",88,2014,48288,pills_per_person,615
CARTER,TN,47019,57254,28745680,Tennessee,"Carter County, TN",31,2014,57298,death_per_100k,54.1
CARTER,TN,47019,57254,28745680,Tennessee,"Carter County, TN",31,2014,57298,pills_per_person,501.7
CARTERET,NC,37031,76622,32920410,North Carolina,"Carteret County, NC",81,2014,67851,death_per_100k,119.4
CARTERET,NC,37031,76622,32920410,North Carolina,"Carteret County, NC",81,2014,67851,pills_per_person,485.2
CARVER,MN,27019,45815,14038620,Minnesota,"Carver County, MN",24,2014,94212,death_per_100k,25.5
CARVER,MN,27019,45815,14038620,Minnesota,"Carver County, MN",24,2014,94212,pills_per_person,149
CASCADE,MT,30013,94001,32746470,Montana,"Cascade County, MT",42,2014,81953,death_per_100k,51.2
CASCADE,MT,30013,94001,32746470,Montana,"Cascade County, MT",42,2014,81953,pills_per_person,399.6
CASEY,KY,21045,13469,5811930,Kentucky,"Casey County, KY",13,2014,16002,death_per_100k,81.2
CASEY,KY,21045,13469,5811930,Kentucky,"Casey County, KY",13,2014,16002,pills_per_person,363.2
CASS,IA,19029,15919,3881410,,,,2014,13694,death_per_100k,
CASS,IA,19029,15919,3881410,,,,2014,13694,pills_per_person,283.4
CASS,IL,17017,7250,1779300,,,,2014,13440,death_per_100k,
CASS,IL,17017,7250,1779300,,,,2014,13440,pills_per_person,132.4
CASS,IN,18017,27787,11617440,,,,2014,38730,death_per_100k,
CASS,IN,18017,27787,11617440,,,,2014,38730,pills_per_person,300
CASS,MI,26027,16533,7815980,Michigan,"Cass County, MI",36,2014,52001,death_per_100k,69.2
CASS,MI,26027,16533,7815980,Michigan,"Cass County, MI",36,2014,52001,pills_per_person,150.3
CASS,MN,27021,9437,3971735,Minnesota,"Cass County, MN",21,2014,28499,death_per_100k,73.7
CASS,MN,27021,9437,3971735,Minnesota,"Cass County, MN",21,2014,28499,pills_per_person,139.4
CASS,MO,29037,91716,36105970,Missouri,"Cass County, MO",62,2014,100339,death_per_100k,61.8
CASS,MO,29037,91716,36105970,Missouri,"Cass County, MO",62,2014,100339,pills_per_person,359.8
CASS,ND,38017,80317,24177921,North Dakota,"Cass County, ND",36,2014,158041,death_per_100k,22.8
CASS,ND,38017,80317,24177921,North Dakota,"Cass County, ND",36,2014,158041,pills_per_person,153
CASS,NE,31025,11960,2942620,,,,2014,25315,death_per_100k,
CASS,NE,31025,11960,2942620,,,,2014,25315,pills_per_person,116.2
CASS,TX,48067,26631,14404530,,,,2014,30350,death_per_100k,
CASS,TX,48067,26631,14404530,,,,2014,30350,pills_per_person,474.6
CASSIA,ID,16031,26575,11349800,,,,2014,23275,death_per_100k,
CASSIA,ID,16031,26575,11349800,,,,2014,23275,pills_per_person,487.6
CASTRO,TX,48069,2770,1231620,,,,2014,8026,death_per_100k,
CASTRO,TX,48069,2770,1231620,,,,2014,8026,pills_per_person,153.5
CASWELL,NC,37033,10993,3623235,North Carolina,"Caswell County, NC",11,2014,23357,death_per_100k,47.1
CASWELL,NC,37033,10993,3623235,North Carolina,"Caswell County, NC",11,2014,23357,pills_per_person,155.1
CATAHOULA,LA,22025,14131,4639420,,,,2014,10273,death_per_100k,
CATAHOULA,LA,22025,14131,4639420,,,,2014,10273,pills_per_person,451.6
CATANO,PR,,600,300400,,,,,,death_per_100k,
CATANO,PR,,600,300400,,,,,,pills_per_person,
CATAWBA,NC,37035,186451,92322907,North Carolina,"Catawba County, NC",167,2014,154457,death_per_100k,108.1
CATAWBA,NC,37035,186451,92322907,North Carolina,"Catawba County, NC",167,2014,154457,pills_per_person,597.7
CATOOSA,GA,13047,66571,34245540,Georgia,"Catoosa County, GA",63,2014,64955,death_per_100k,97
CATOOSA,GA,13047,66571,34245540,Georgia,"Catoosa County, GA",63,2014,64955,pills_per_person,527.2
CATRON,NM,35003,3,600,,,,2014,3651,death_per_100k,
CATRON,NM,35003,3,600,,,,2014,3651,pills_per_person,0.2
CATTARAUGUS,NY,36009,73764,30298710,New York,"Cattaraugus County, NY",17,2014,79397,death_per_100k,21.4
CATTARAUGUS,NY,36009,73764,30298710,New York,"Cattaraugus County, NY",17,2014,79397,pills_per_person,381.6
CAVALIER,ND,38019,2024,328720,,,,2014,3922,death_per_100k,
CAVALIER,ND,38019,2024,328720,,,,2014,3922,pills_per_person,83.8
CAYEY,PR,,2356,1932130,,,,,,death_per_100k,
CAYEY,PR,,2356,1932130,,,,,,pills_per_person,
CAYUGA,NY,36011,63169,18610990,New York,"Cayuga County, NY",45,2014,79481,death_per_100k,56.6
CAYUGA,NY,36011,63169,18610990,New York,"Cayuga County, NY",45,2014,79481,pills_per_person,234.2
CECIL,MD,24015,87257,42714706,Maryland,"Cecil County, MD",204,2014,101803,death_per_100k,200.4
CECIL,MD,24015,87257,42714706,Maryland,"Cecil County, MD",204,2014,101803,pills_per_person,419.6
CEDAR,IA,19031,5935,1646590,,,,2014,18434,death_per_100k,
CEDAR,IA,19031,5935,1646590,,,,2014,18434,pills_per_person,89.3
CEDAR,MO,29039,21225,6019970,,,,2014,13912,death_per_100k,
CEDAR,MO,29039,21225,6019970,,,,2014,13912,pills_per_person,432.7
CEDAR,NE,31027,2793,583380,,,,2014,8736,death_per_100k,
CEDAR,NE,31027,2793,583380,,,,2014,8736,pills_per_person,66.8
CEIBA,PR,,189,209300,,,,,,death_per_100k,
CEIBA,PR,,189,209300,,,,,,pills_per_person,
CENTRE,PA,42027,88264,27009986,Pennsylvania,"Centre County, PA",32,2014,156240,death_per_100k,20.5
CENTRE,PA,42027,88264,27009986,Pennsylvania,"Centre County, PA",32,2014,156240,pills_per_person,172.9
CERRO GORDO,IA,19033,49403,17344560,Iowa,"Cerro Gordo County, IA",16,2014,43707,death_per_100k,36.6
CERRO GORDO,IA,19033,49403,17344560,Iowa,"Cerro Gordo County, IA",16,2014,43707,pills_per_person,396.8
CHAFFEE,CO,08015,23255,7347970,Colorado,"Chaffee County, CO",11,2014,18121,death_per_100k,60.7
CHAFFEE,CO,08015,23255,7347970,Colorado,"Chaffee County, CO",11,2014,18121,pills_per_person,405.5
CHAMBERS,AL,01017,45470,18295643,,,,2014,34091,death_per_100k,
CHAMBERS,AL,01017,45470,18295643,,,,2014,34091,pills_per_person,536.7
CHAMBERS,TX,48071,9581,3627450,Texas,"Chambers County, TX",21,2014,36550,death_per_100k,57.5
